
1;3.554;36
2;7.181;72
3;10.31;103
4;14.236;142
5;17.561;175
6;19.176;191
7;20.485;204
8;20.788;207
9;28.548;284
10;31.975;318
11;34.294;341
12;37.722;375
1;3.554;36
2;6.475;65
3;8.894;89
1;3.554;36
1;3.535;36
2;4.848;49
3;7.169;72
4;7.774;78
5;9.995;100
6;11.105;111
7;12.215;122
8;13.122;131
9;13.727;137
10;14.03;140
11;15.039;150
12;17.564;175
13;17.665;176
14;18.069;180
15;19.481;194
16;22.509;224
1;3.538;36
2;6.863;69
3;10.393;104
4;12.609;126
5;15.533;155
6;18.96;189
7;20.976;209
8;21.683;216
9;24.203;241
10;26.622;265
11;27.933;278
12;31.362;312
13;33.882;337
14;36.505;363
15;36.807;366
16;39.026;388
17;41.447;412
18;43.06;428
19;45.581;453
20;46.789;465
21;48.302;480
22;48.705;484
23;49.009;487
24;49.415;491
25;51.528;512
26;51.829;515
27;57.582;572
28;58.387;580
29;59.798;594
30;62.422;620
31;63.128;627
32;63.329;629
33;64.539;641
34;65.245;648
35;65.547;651
36;66.455;660
37;66.96;665
38;67.161;667
39;67.867;674
40;68.169;677
41;68.27;678
42;68.472;680
43;76.944;764
44;77.045;765
45;81.786;812
1;3.535;36
2;4.443;45
3;6.459;65
4;10.697;107
5;14.626;146
6;15.131;151
7;17.854;178
8;20.777;207
9;22.896;228
10;25.113;250
11;25.82;257
12;26.525;264
13;28.543;284
14;29.45;293
15;29.652;295
16;31.872;317
17;33.081;329
18;38.224;380
19;40.141;399
20;43.067;428
21;44.883;446
22;46.495;462
23;48.613;483
24;50.226;499
25;50.63;503
26;52.043;517
27;53.554;532
28;54.257;539
29;54.358;540
30;55.566;552
31;57.079;567
32;57.886;575
33;58.492;581
34;58.593;582
35;59.4;590
36;60.207;598
37;60.912;605
38;61.315;609
39;61.82;614
40;62.426;620
41;62.527;621
1;3.535;36
2;5.449;55
3;6.458;65
4;16.818;93
5;20.849;133
1;3.534;36
2;5.956;60
3;10.297;103
4;14.329;143
5;18.87;188
6;19.878;198
7;21.998;219
8;23.512;234
9;27.042;269
10;30.574;304
11;32.593;324
12;35.317;351
13;36.124;359
14;37.334;371
15;37.637;374
16;40.26;400
17;42.58;423
18;44.901;446
19;46.313;460
20;47.524;472
21;47.725;474
22;47.927;476
23;49.238;489
24;51.155;508
25;52.366;520
26;53.072;527
27;53.88;535
28;62.46;620
29;62.762;623
30;62.863;624
31;64.074;636
32;64.175;637
33;65.084;646
34;67.304;668
35;68.111;676
36;69.121;686
37;69.828;693
38;69.929;694
39;70.535;700
40;70.636;701
41;71.04;705
42;76.994;764
43;81.839;812
44;82.041;814
45;86.686;860
46;91.531;908
46;91.638;908
1;3.541;36
2;3.743;38
3;4.955;50
4;8.991;90
5;11.208;112
6;12.822;128
7;14.133;141
8;14.234;142
9;15.444;154
10;17.261;172
11;19.077;190
12;19.986;199
13;23.215;231
14;24.628;245
15;27.353;272
16;29.775;296
17;31.189;310
18;31.39;312
19;32.601;324
20;33.206;330
21;34.923;347
22;36.638;364
23;38.657;384
24;39.565;393
25;39.868;396
26;47.941;476
27;49.05;487
28;49.353;490
29;50.866;505
30;51.37;510
31;52.379;520
32;52.783;524
33;53.792;534
34;54.901;545
35;55.003;546
36;55.305;549
37;56.214;558
38;56.819;564
39;56.92;565
40;57.222;568
41;57.525;571
42;57.628;572
43;57.728;573
44;57.93;575
45;58.031;576
46;62.473;620
46;62.574;620
1;3.539;36
2;4.648;47
3;7.472;75
4;9.788;98
5;10.696;107
6;11.502;115
7;13.519;135
8;14.326;143
9;14.83;148
10;17.654;176
11;19.067;190
12;20.886;208
13;21.793;217
14;22.298;222
15;23.81;237
16;24.717;246
17;26.634;265
18;27.139;270
19;29.257;291
20;30.064;299
21;38.236;380
22;40.655;404
23;42.469;422
24;44.384;441
25;52.752;524
26;53.055;527
27;53.56;532
28;54.366;540
29;55.275;549
30;55.778;554
31;56.989;566
32;58.099;577
33;58.604;582
34;58.904;585
35;60.016;596
36;60.621;602
37;61.429;610
38;61.933;615
39;62.539;621
40;62.741;623
41;63.247;628
42;63.55;631
1;3.533;36
2;5.653;57
3;8.377;84
4;8.881;89
5;10.999;110
6;12.714;127
7;14.43;144
8;14.733;147
9;18.166;181
10;18.973;189
11;20.487;204
12;28.559;284
13;29.467;293
14;30.376;302
15;31.587;314
16;33.907;337
17;36.834;366
18;37.036;368
19;38.751;385
20;39.961;397
21;41.879;416
22;43.494;432
23;43.595;433
24;44.806;445
25;45.916;456
26;46.925;466
27;48.339;480
28;58.821;496
1;3.539;36
2;7.372;74
3;7.674;77
4;9.995;100
5;10.399;104
6;14.133;141
7;15.143;151
8;18.877;188
9;22.507;224
10;24.323;242
11;26.845;267
12;28.865;287
13;29.468;293
14;29.572;294
15;32.697;325
16;33.911;337
17;36.836;366
18;37.038;368
19;37.946;377
20;40.569;403
21;40.873;406
22;41.376;411
23;43.193;429
24;43.799;435
25;45.918;456
26;47.029;467
27;47.129;468
28;48.441;481
29;48.944;486
30;50.457;501
31;50.961;506
32;51.365;510
33;52.479;521
34;52.581;522
35;52.985;526
36;53.288;529
37;53.491;531
38;59.087;538
39;59.289;540
40;59.591;543
1;3.535;36
2;7.873;79
3;7.974;80
4;9.388;94
5;11.405;114
6;15.035;150
7;17.66;176
8;18.266;182
9;20.384;203
10;23.614;235
11;25.027;249
12;26.339;262
13;28.053;279
14;29.869;297
15;31.181;310
16;32.493;323
17;32.694;325
18;38.242;380
19;39.454;392
20;43.086;428
21;43.995;437
22;44.903;446
23;46.216;459
24;47.427;471
25;47.528;472
26;48.941;486
27;49.143;488
28;57.621;572
29;57.722;573
30;59.034;586
31;60.447;600
32;61.356;609
33;62.366;619
34;63.072;626
35;63.678;632
36;64.284;638
37;65.091;646
38;72.157;716
39;77;764
40;77.404;768
41;77.606;770
42;77.808;772
